"ZagreusHome","ID","ID","ID","","","","Line","","Notes by AR","Notes by DK",""
"Integrated","ZagreusHome_","3044","ZagreusHome_3044","","","","Побачимось, Танатосе.","","","",""
"Integrated","ZagreusHome_","3045","ZagreusHome_3045","","","","Побачимося там.","","","",""
"Integrated","ZagreusHome_","3046","ZagreusHome_3046","","","","Дякую, пане.","","","",""
"Integrated","ZagreusHome_","3047","ZagreusHome_3047","","","","Бережіть себе, пане.","","","",""
"Integrated","ZagreusHome_","3048","ZagreusHome_3048","","","","Вдячний вам, пане.","","","",""
"Integrated","ZagreusHome_","3049","ZagreusHome_3049","","","","Побачимось, хлопчику.","","","",""
"Integrated","ZagreusHome_","3050","ZagreusHome_3050","","","","Поводься гарно, хлопчику.","","","",""
"Integrated","ZagreusHome_","3051","ZagreusHome_3051","","","","Скоро повернусь, хлопчику.","","","",""
"Integrated","ZagreusHome_","3052","ZagreusHome_3052","","","","Бережи себе, хлопчику.","","","",""
"Integrated","ZagreusHome_","3053","ZagreusHome_3053","","","","Бережи себе, Мег.","","","",""
"Integrated","ZagreusHome_","3054","ZagreusHome_3054","","","","Ще побачимось назовні?","","","",""
"Integrated","ZagreusHome_","3055","ZagreusHome_3055","","","","Приємно було бачитись з тобою, Мег.","","","",""
"Integrated","ZagreusHome_","3056","ZagreusHome_3056","","","","Скоро побачимось, Мег.","","","",""
"Integrated","ZagreusHome_","3057","ZagreusHome_3057","","","","Бувай, приятелю.","","","",""
"Integrated","ZagreusHome_","3058","ZagreusHome_3058","","","","Бережи себе, приятелю.","","","",""
"Integrated","ZagreusHome_","3059","ZagreusHome_3059","","","","Удачі, приятелю.","","","",""
"Integrated","ZagreusHome_","3060","ZagreusHome_3060","","","","Чудово, приятелю.","","","",""
"Integrated","ZagreusHome_","3061","ZagreusHome_3061","","","","Твій голос неймовірний, приятелю.","","","",""
"Integrated","ZagreusHome_","3062","ZagreusHome_3062","","","","Бувай, Нікс.","","","",""
"Integrated","ZagreusHome_","3063","ZagreusHome_3063","","","","Дякую, Нікс.","","","",""
"Integrated","ZagreusHome_","3064","ZagreusHome_3064","","","","Гарно поговорили, Батьку!","","","",""
"Integrated","ZagreusHome_","3065","ZagreusHome_3065","","","","Ну що ж!","","","",""
"Integrated","ZagreusHome_","3066","ZagreusHome_3066","","","","Ну гаразд!","","","",""
"Integrated","ZagreusHome_","3067","ZagreusHome_3067","","","","Будь ласка, почувай себе як вдома!","","","",""
"Integrated","ZagreusHome_","3068","ZagreusHome_3068","","","","Як воно?","","","",""
"Integrated","ZagreusHome_","3069","ZagreusHome_3069","","","","Дякую за очікування.","","","",""
"Integrated","ZagreusHome_","3070","ZagreusHome_3070","","","","Вдячний за очікування.","","","",""
"Integrated","ZagreusHome_","3071","ZagreusHome_3071","","","","Як воно, тіні?","","","",""
"Integrated","ZagreusHome_","3072","ZagreusHome_3072","","","","Що нового?","","","",""
"Integrated","ZagreusHome_","3073","ZagreusHome_3073","","","","Що нового?","","","",""
"Integrated","ZagreusHome_","3074","ZagreusHome_3074","","","","Хей, вітаю!","","","",""
"Integrated","ZagreusHome_","3075","ZagreusHome_3075","","","","Гей, я тебе знаю!","","","",""
"Integrated","ZagreusHome_","3076","ZagreusHome_3076","","","","У вас тіней все гаразд?","","","",""
"Integrated","ZagreusHome_","3077","ZagreusHome_3077","","","","Ось це!","","","",""
"Integrated","ZagreusHome_","3078","ZagreusHome_3078","","","","Тоді, нехай буде це.","","","",""
"Integrated","ZagreusHome_","3079","ZagreusHome_3079","","","","Такий філігранний витвір.","","","",""
"Integrated","ZagreusHome_","3080","ZagreusHome_3080","","","","Надзвичайне почуття врівноваженості.","","","",""
"Integrated","ZagreusHome_","3081","ZagreusHome_3081","","","","Під цим кутом виглядає зовсім по-іншому.","","","",""
"Integrated","ZagreusHome_","3082","ZagreusHome_3082","","","","Кожен раз коли дивлюсь, знаходжу щось нове.","","","",""
"Integrated","ZagreusHome_","3086","ZagreusHome_3086","","","","Якщо доведеться.","","","",""
"Integrated","ZagreusHome_","3087","ZagreusHome_3087","","","","Вдячний, Скеллі.","","","",""
"Integrated","ZagreusHome_","3089","ZagreusHome_3089","","","","Цей Полум'їд гарно акліматизувався.","","","",""
"Integrated","ZagreusHome_","3090","ZagreusHome_3090","","","","Вітаю, річкові жителі.","","","",""
"Integrated","ZagreusHome_","3091","ZagreusHome_3091","","","","Вітаю, річкові жителі. Колишні.","","","",""
"Integrated","ZagreusHome_","3092","ZagreusHome_3092","","","","Як воно, рибки?","","","",""
"Integrated","ZagreusHome_","3093","ZagreusHome_3093","","","","Необмежена робота, необмежений час, чи не так?","","","",""
"Integrated","ZagreusHome_","3094","ZagreusHome_3094","","","","Разом, ми досягнемо будь-чого, що забажає мій Батько!","","","",""
"Integrated","ZagreusHome_","3095","ZagreusHome_3095","","","","Хто хоче почути гумореску від мене?","","","",""
"Integrated","ZagreusHome_","3096","ZagreusHome_3096","","","","Пам'ятайте, вкладайте більше розуму в роботу, радше ніж люті!","","","",""
"Integrated","ZagreusHome_","3097","ZagreusHome_3097","","","","Ці стінні-сувої жахливі!","","","",""
"Integrated","ZagreusHome_","3098","ZagreusHome_3098","","","","Серйозно, тіні, так тримати.","","","",""
"Integrated","ZagreusHome_","3099","ZagreusHome_3099","","","","Принаймні ви не працюєте зі мною, еге ж?","","","",""
"Unused","ZagreusHome_","3100","ZagreusHome_3100","","","","Я думаю, я розумію, приятелю. Хоча... Я вважаю, що зробив би рівно так само на твому місці. Мені шкода, що так сталось. І вдячний, що ти мені це розповів.","","","",""
"Integrated","ZagreusHome_","3103","ZagreusHome_3103","","","","Це не допомагає...","","","",""
"Integrated","ZagreusHome_","3105","ZagreusHome_3105","","","","Я просто продовжу розмовляти з ним, щоб більше нікому не довелося.","","","",""
"Integrated","ZagreusHome_","3109","ZagreusHome_3109","","","","Я... напевно це так, хах.","","","",""
"Integrated","ZagreusHome_","3111","ZagreusHome_3111","","","","Ти навіть не уявляєш, наскільки я це ціную.","","","",""
"Integrated","ZagreusHome_","3114","ZagreusHome_3114","","","","Мене це влаштовує!","","","",""
"Integrated","ZagreusHome_","3116","ZagreusHome_3116","","","","Так, я вже зрозумів.","","","",""
"Integrated","ZagreusHome_","3119","ZagreusHome_3119","","","","Затверджено! Я б не проти отримати додаткові коштовності поки розграбовуватиму там усе.","","","",""
"Integrated","ZagreusHome_","3121","ZagreusHome_3121","","","","Я це ціную, приятелю.","","","",""
"Integrated","ZagreusHome_","3123","ZagreusHome_3123","","","","Впевнений, що він не поспішає повертатися.","","","",""
"Integrated","ZagreusHome_","3126","ZagreusHome_3126","","","","Цікава точка зору.","","","",""
"Integrated","ZagreusHome_","3128","ZagreusHome_3128","","","","Ну, він нікуди не дінеться, якщо передумаєш.","","","",""
"Integrated","ZagreusHome_","3129","ZagreusHome_3129","","","","Будівельний Підряднику? Цим даром Темені, я постановляю, що Старовинну Печатку буде відновлено!","","","",""
"Unused","ZagreusHome_","3135","ZagreusHome_3135","","","","Ти, мабуть, жартуєш. Ти будеш удавати, що цього ніколи не трапилося? Вона хоче відповідей, так само як і я. Вона вимагає, щоб ти мене пропустив! Дозволь мені піти до неї ще раз.","","","",""
"Integrated","ZagreusHome_","3136","ZagreusHome_3136","","","","Ну тоді, я знаю де ми можемо продовжити цю розмову...","","","",""
"Integrated","ZagreusHome_","3139","ZagreusHome_3139","","","","Ціную твою відкритість.","","","",""
"Integrated","ZagreusHome_","3142","ZagreusHome_3142","","","","Яким чином це моя провина?","","","",""
"Integrated","ZagreusHome_","3144","ZagreusHome_3144","","","","Нргх...","","","",""
"Integrated","ZagreusHome_","3149","ZagreusHome_3149","","","","Звичайно.","","","",""
"Integrated","ZagreusHome_","3152","ZagreusHome_3152","","","","Це тобі так здається!","","","",""
"Integrated","ZagreusHome_","3155","ZagreusHome_3155","","","","Звучить зловісно.","","","",""
"Integrated","ZagreusHome_","3159","ZagreusHome_3159","","","","Ще чого.","","","",""
"Integrated","ZagreusHome_","3161","ZagreusHome_3161","","","","Дякую, Мег.","","","",""
"Unused","ZagreusHome_","3165","ZagreusHome_3165","","","","Дайте мені знати, якщо я зможу чимось допомогти.","","","",""
"Integrated","ZagreusHome_","3166","ZagreusHome_3166","","","","Ти не пробував дутися у кімнаті відпочинку?","","","",""
"Integrated","ZagreusHome_","3168","ZagreusHome_3168","","","","Я продовжу боротися, якщо тебе це втішить.","","","",""
"Integrated","ZagreusHome_","3172","ZagreusHome_3172","","","","О так.","","","",""
"Integrated","ZagreusHome_","3175","ZagreusHome_3175","","","","Сподіваюсь, що скоро ми це дізнаємось.","","","",""
"Integrated","ZagreusHome_","3177","ZagreusHome_3177","","","","Це щось новеньке.","","","",""
"Integrated","ZagreusHome_","3181","ZagreusHome_3181","","","","Добре!","","","",""
"Integrated","ZagreusHome_","3183","ZagreusHome_3183","","","","Гаразд, зробимо це офіційним.","","","",""
"Integrated","ZagreusHome_","3185","ZagreusHome_3185","","","","В яблучко!","","","",""
"Integrated","ZagreusHome_","3187","ZagreusHome_3187","","","","Ну, дякую. Думаю, я пишаюсь.","","","",""
"Integrated","ZagreusHome_","3190","ZagreusHome_3190","","","","Хех.","","","",""
"Integrated","ZagreusHome_","3193","ZagreusHome_3193","","","","Так. Мені потрібно поговорити з нею.","","","",""
"Integrated","ZagreusHome_","3195","ZagreusHome_3195","","","","Сподіваюсь, ти правий.","","","",""
"Integrated","ZagreusHome_","3197","ZagreusHome_3197","","","","Так. Я знайду її.","","","",""
"Integrated","ZagreusHome_","3199","ZagreusHome_3199","","","","Дякую, пане.","","","",""
"Integrated","ZagreusHome_","3201","ZagreusHome_3201","","","","Дякую. Я теж на це сподіваюсь.","","","",""
"Integrated","ZagreusHome_","3207","ZagreusHome_3207","","","","Мати може бути досить переконливою!","","","",""
"Unused","ZagreusHome_","3208","ZagreusHome_3208","","","","Ні. Зачекай, що? Я подолав тебе у поєдинку і нарешті зустрівся з Матір'ю, і це все що ти можеш мені сказати?","","","",""
"Integrated","ZagreusHome_","3211","ZagreusHome_3211","","","","Я на це розраховую.","","","",""
"Integrated","ZagreusHome_","3218","ZagreusHome_3218","","","","Не хвилюйся, там немає нічого особливого.","","","",""
"Integrated","ZagreusHome_","3220","ZagreusHome_3220","","","","Так... хоча, я вдячний.","","","",""
"Integrated","ZagreusHome_","3222","ZagreusHome_3222","","","","Ти гарно впоралась.","","","",""
"Integrated","ZagreusHome_","3224","ZagreusHome_3224","","","","Думаю, ти права...","","","",""
"Integrated","ZagreusHome_","3227","ZagreusHome_3227","","","","Бувай...","","","",""
"Integrated","ZagreusHome_","3231","ZagreusHome_3231","","","","Так.","","","",""
"Integrated","ZagreusHome_","3233","ZagreusHome_3233","","","","Сподіваюся.","","","",""
"Integrated","ZagreusHome_","3235","ZagreusHome_3235","","","","О, я з цим повністю згоден.","","","",""
"Integrated","ZagreusHome_","3237","ZagreusHome_3237","","","","Бувай, Тан.","","","",""
"Integrated","ZagreusHome_","3240","ZagreusHome_3240","","","","Бувай, Тан.","","","",""
"Integrated","ZagreusHome_","3242","ZagreusHome_3242","","","","Нема за що.","","","",""
"Integrated","ZagreusHome_","3245","ZagreusHome_3245","","","","Ні, дякую!","","","",""
"Integrated","ZagreusHome_","3248","ZagreusHome_3248","","","","Радий, що ти добре справляєшся.","","","",""
"Integrated","ZagreusHome_","3251","ZagreusHome_3251","","","","Але, вони ж наша родина...","","","",""
"Integrated","ZagreusHome_","3253","ZagreusHome_3253","","","","Загрей.","","","",""
"Integrated","ZagreusHome_","3258","ZagreusHome_3258","","","","Гаразд. Ну, це вже початок.","","","",""
"Integrated","ZagreusHome_","3262","ZagreusHome_3262","","","","Я радий це чути, приятелю.","","","",""
"Integrated","ZagreusHome_","3266","ZagreusHome_3266","","","","Як і для мене, приятелю. Як і для мене.","","","",""
"Unused","ZagreusHome_","3275","ZagreusHome_3275","","","","Звісно, що так! Ну тобто, ти поглянь на це місце, поглянь на себе! Цей Дім, наше царство... тут не так вже й погано, еге ж?","","","",""
"Integrated","ZagreusHome_","3276","ZagreusHome_3276","","","","Ахіллесе! Мені потрібна ваша допомога.","","","",""
"Integrated","ZagreusHome_","3279","ZagreusHome_3279","","","","Дякую!!","","","",""
"Integrated","ZagreusHome_","3280","ZagreusHome_3280","","","","Так, дякую!","","","",""
"Integrated","ZagreusHome_","3281","ZagreusHome_3281","","","","Він ніколи не переставав думати про неї. Ох і бовдур.","","","",""
"Integrated","ZagreusHome_","3282","ZagreusHome_3282","","","","Я так і знав. Тут лише плащі!","","","",""
"Integrated","ZagreusHome_","3284","ZagreusHome_3284","","","","Ох, Мамо, дякую!","","","",""
"Integrated","ZagreusHome_","3290","ZagreusHome_3290","","","","Можливо, я частково рослина!","","","",""
"Integrated","ZagreusHome_","3293","ZagreusHome_3293","","","","Немає за що, Мамо.","","","",""
"Unused","ZagreusHome_","3302","ZagreusHome_3302","","","","Мамо, пробач, що запитую... але твоя мати називала тебе іншим ім'ям, чи не так...?","","","",""
"Integrated","ZagreusHome_","3305","ZagreusHome_3305","","","","Принаймні, в нас теж є частинка цього.","","","",""
"Unused","ZagreusHome_","3306","ZagreusHome_3306","","","","Все було цілком та повністю в порядку, Мамо! Я б навіть сказав, належно доглянуто. Не дочекаюсь, коли зможу зробити це знову!","","","",""
"Unused","ZagreusHome_","3307","ZagreusHome_3307","","","","Не турбуйся про це.","","","",""
"Integrated","ZagreusHome_","3309","ZagreusHome_3309","","","","Добре. Дякую, Мамо.","","","",""
"Integrated","ZagreusHome_","3311","ZagreusHome_3311","","","","Іноді я думаю, що він намагався.","","","",""
"Integrated","ZagreusHome_","3313","ZagreusHome_3313","","","","Так. Я радий за вас.","","","",""
"Unused","ZagreusHome_","3319","ZagreusHome_3319","","","","Скажи-но, Мамо, як там останнім часом відносини між тобою і Деметрою...? Бабусею. Досі не звикся з цією думкою.","","","",""
"Integrated","ZagreusHome_","3321","ZagreusHome_3321","","","","Принаймні вона пробачила.","","","",""
"Integrated","ZagreusHome_","3323","ZagreusHome_3323","","","","Впевнений, що це так.","","","",""
"Integrated","ZagreusHome_","3325","ZagreusHome_3325","","","","Хахаха, домовились.","","","",""
"Integrated","ZagreusHome_","3326","ZagreusHome_3326","","","","Думаю, що так. Дякую, Мамо.","","","",""
"Integrated","ZagreusHome_","3327","ZagreusHome_3327","","","","Так. Дякую, Мамо.","","","",""
"Integrated","ZagreusHome_","3328","ZagreusHome_3328","","","","Це так. Вона чудова, Мамо.","","","",""
"Integrated","ZagreusHome_","3329","ZagreusHome_3329","","","","Ургх... так....","","","",""
"Integrated","ZagreusHome_","3330","ZagreusHome_3330","","","","Безперечно, так.","","","",""
"Integrated","ZagreusHome_","3332","ZagreusHome_3332","","","","Найменше з того, що я міг зробити.","","","",""
"Integrated","ZagreusHome_","3333","ZagreusHome_3333","","","","Дякую. Він більш ніж заслуговує на це.","","","",""
"Integrated","ZagreusHome_","3336","ZagreusHome_3336","","","","Я навіть уявити не можу.","","","",""
"Integrated","ZagreusHome_","3338","ZagreusHome_3338","","","","Не знаю, що таке візитна картка, але добре!","","","",""
"Integrated","ZagreusHome_","3340","ZagreusHome_3340","","","","Ніколи! Жартую. Звичайно.","","","",""
"Integrated","ZagreusHome_","3343","ZagreusHome_3343","","","","Мені вони теж подобаються.","","","",""
"Integrated","ZagreusHome_","3346","ZagreusHome_3346","","","","Звучить непогано.","","","",""
"Integrated","ZagreusHome_","3348","ZagreusHome_3348","","","","Досі не віриться, що він дозволив мені потримати свого списа.","","","",""
"Integrated","ZagreusHome_","3349","ZagreusHome_3349","","","","Здається, матері немає.","","","",""
"Integrated","ZagreusHome_","3350","ZagreusHome_3350","","","","Мати десь деінде, хах.","","","",""
"Integrated","ZagreusHome_","3351","ZagreusHome_3351","","","","Напевно, Мати кудись відійшла.","","","",""
"Integrated","ZagreusHome_","3352","ZagreusHome_3352","","","","Напевно, мати все ще на Олімпі.","","","",""
"Integrated","ZagreusHome_","3353","ZagreusHome_3353","","","","Мати на вершині якоїсь гори.","","","",""
"Unused","ZagreusHome_","3354","ZagreusHome_3354","","","","Я зміг, я... вона була там. Вона була... рівно в тому місці, про яке ти розповідала, але... в нас було так мало часу, я... не зміг прожити там достатньо довго. У мене ще стільки питань до неї залишилося!","","","",""
"Unused","ZagreusHome_","3355","ZagreusHome_3355","","","","Але... вона... вона так далеко, я... я не знаю чи зможу.","","","",""
"Unused","ZagreusHome_","3356","ZagreusHome_3356","","","","Ти права, Нікс. Я знайду її знову.","","","",""
"Unused","ZagreusHome_","3357","ZagreusHome_3357","","","","Я мушу знати, Нікс... чому ти мені не сказала, що я не зможу довго протриматись на поверхні? Що я просто змарнію та помру! Повернусь сюди, незалежно від того наскільки майстерно я битимусь! Виходить, Батько мати рацію зі своїм 'виходу немає'?","","","",""
"Unused","ZagreusHome_","3358","ZagreusHome_3358","","","","Доля мого батька? Але він самовдоволено вичікує на мене кожного разу, коли я дістаюсь туди, і виглядає вельми здоровим на той момент! Хоча... ти напевно хочеш сказати, що чим далі ми відходимо від цього царства... тим гірше нам стає. Це тому що йому випала доля... успадкувати Підземне Царство?","","","",""
"Unused","ZagreusHome_","3359","ZagreusHome_3359","","","","Так. Вирушив би.","","","",""
"Unused","ZagreusHome_","3360","ZagreusHome_3360","","","","Зовсім як смертні...","","","",""
"Unused","ZagreusHome_","3361","ZagreusHome_3361","","","","Звичайно, Нікс, проте... вона так багато говорила про тебе. Я якраз збирався тобі розповісти, я... вона казала, що сумує за тобою, і за Цербером, і... я навіть не знаю за ким ще. Як думаєш, чому вона пішла насправді? Окрім мене, звичайно? Що, якщо вона думала, що я помер при народженні?","","","",""
"Integrated","ZagreusHome_","3363","ZagreusHome_3363","","","","Ти розповіла більше, ніж достатньо. До зустрічі, Нікс.","","","",""
"Integrated","ZagreusHome_","3368","ZagreusHome_3368","","","","Звучить непогано.","","","",""
"Integrated","ZagreusHome_","3371","ZagreusHome_3371","","","","Я теж так думаю.","","","",""
"Integrated","ZagreusHome_","3374","ZagreusHome_3374","","","","Взаємно, Нікс.","","","",""
"Unused","ZagreusHome_","3377","ZagreusHome_3377","","","","Вона каже, що обіцяє незабаром розповісти нам.","","","",""
"Integrated","ZagreusHome_","3381","ZagreusHome_3381","","","","Це так.","","","",""
"Integrated","ZagreusHome_","3384","ZagreusHome_3384","","","","Здається, у безвісності є свої переваги.","","","",""
"Unused","ZagreusHome_","3387","ZagreusHome_3387","","","","Дошка найкращих прислужників дому. Пишаюсь тим, що ніколи туди не потрапляв.","","","",""
"Integrated","ZagreusHome_","3389","ZagreusHome_3389","","","","Так, так.","","","",""
"Integrated","ZagreusHome_","3390","ZagreusHome_3390","","","","Я вдячний, що ти дала нам змогу зв'язатись, Нікс. Я знаю, що ти дуже ризикувала організовуючи цю зустріч.","","","",""
"Integrated","ZagreusHome_","3391","ZagreusHome_3391","","","","Радий, що все прояснилось.","","","",""
"Integrated","ZagreusHome_","3393","ZagreusHome_3393","","","","Воно досить швидко ускладнюється...","","","",""
"Integrated","ZagreusHome_","3396","ZagreusHome_3396","","","","...Зрозуміло.","","","",""
"Integrated","ZagreusHome_","3400","ZagreusHome_3400","","","","Зовсім як смертні...","","","",""
"Integrated","ZagreusHome_","3402","ZagreusHome_3402","","","","Угх...","","","",""
"Integrated","ZagreusHome_","3405","ZagreusHome_3405","","","","...Подяку їм від мене.","","","",""
"Integrated","ZagreusHome_","3408","ZagreusHome_3408","","","","Я буду обережний...","","","",""
"Integrated","ZagreusHome_","3416","ZagreusHome_3416","","","","Отже, дружнє суперництво!","","","",""
"Unused","ZagreusHome_","3426","ZagreusHome_3426","","","","Так. Але... це не була одноразова поїздка в один кінець. Я просто буду навідувати вас час від часу.","","","",""
"Unused","ZagreusHome_","3427","ZagreusHome_3427","","","","Я теж ще не зовсім все розумію. Довірся мені, поки я тут зі всім розбираюсь, але... схоже, що я нікуди не йду. Найближчим часом точно.","","","",""
"Unused","ZagreusHome_","3428","ZagreusHome_3428","","","","Мені знайоме це відчуття.","","","",""
"Integrated","ZagreusHome_","3430","ZagreusHome_3430","","","","Так, так.","","","",""
"Integrated","ZagreusHome_","3432","ZagreusHome_3432","","","","Ловлю на слові.","","","",""
"Integrated","ZagreusHome_","3434","ZagreusHome_3434","","","","Не зміг би, навіть якби спробував!","","","",""
"Integrated","ZagreusHome_","3436","ZagreusHome_3436","","","","Тоді, складний план. Зрозумів.","","","",""
"Integrated","ZagreusHome_","3438","ZagreusHome_3438","","","","Отже, це так.","","","",""
"Integrated","ZagreusHome_","3439","ZagreusHome_3439","","","","Гарна робота, Гіпносе!","","","",""
"Integrated","ZagreusHome_","3442","ZagreusHome_3442","","","","Дякую.","","","",""
"Integrated","ZagreusHome_","3445","ZagreusHome_3445","","","","Але не у мене!","","","",""
"Integrated","ZagreusHome_","3447","ZagreusHome_3447","","","","Ти будеш вражений. Побачиш.","","","",""
"Integrated","ZagreusHome_","3448","ZagreusHome_3448","","","","Було приємно побачити як ти та Гіпнос спілкуєтеся. Твоя похвала має для нього велике значення.","","","",""
"Integrated","ZagreusHome_","3449","ZagreusHome_3449","","","","Мушу сказати, коли ти так про це говориш, звучить досить суворо, Нікс.","","","",""
"Integrated","ZagreusHome_","3450","ZagreusHome_3450","","","","Я впевнений, він впорається.","","","",""
"Integrated","ZagreusHome_","3452","ZagreusHome_3452","","","","Ну що ж, якщо тобі цікава моя думка, ти чудово впоралась.","","","",""
"Integrated","ZagreusHome_","3454","ZagreusHome_3454","","","","Напевно, це від матері.","","","",""
"Integrated","ZagreusHome_","3456","ZagreusHome_3456","","","","Якщо ти не проти.","","","",""
"Integrated","ZagreusHome_","3458","ZagreusHome_3458","","","","Звичайно!","","","",""
"Integrated","ZagreusHome_","3460","ZagreusHome_3460","","","","Сподіваюсь ні.","","","",""
"Integrated","ZagreusHome_","3464","ZagreusHome_3464","","","","Ти справді так думаєш?","","","",""
"Integrated","ZagreusHome_","3466","ZagreusHome_3466","","","","Хах. Можливо ти права.","","","",""
"Integrated","ZagreusHome_","3469","ZagreusHome_3469","","","","Впевнений, що зможу впоратись з тобою.","","","",""
"Integrated","ZagreusHome_","3475","ZagreusHome_3475","","","","Не дочекаюсь!","","","",""
"Integrated","ZagreusHome_","3477","ZagreusHome_3477","","","","Це так.","","","",""
"Integrated","ZagreusHome_","3482","ZagreusHome_3482","","","","Звучить чудово!","","","",""
"Integrated","ZagreusHome_","3483","ZagreusHome_3483","","","","Дякую.","","","",""
"Darren","ZagreusHome_","3485","ZagreusHome_3485","","","","","","","",""
"Integrated","ZagreusHome_","3488","ZagreusHome_3488","","","","Дякую, я радий, що тобі сподобалось!","","","",""
"Integrated","ZagreusHome_","3489","ZagreusHome_3489","","","","<Вдихає> І повітря тут таке свіже!","","","",""
"Integrated","ZagreusHome_","3490","ZagreusHome_3490","","","","Малфон: Я бачу, як ти долаєш дикість та миришся зі смертю!","","","",""
"Integrated","ZagreusHome_","3491","ZagreusHome_3491","","","","Прихований аспект стародавнього бога-короля... Ґільґамеша.","","","",""
"Integrated","ZagreusHome_","3492","ZagreusHome_3492","","","","Даруй мені аспект Ґільґамеша!","","","",""
"Integrated","ZagreusHome_","3493","ZagreusHome_3493","","","","Ґільґамеш.","","","",""
"Integrated","ZagreusHome_","3494","ZagreusHome_3494","","","","Ґільґамеш...!","","","",""
"Integrated","ZagreusHome_","3496","ZagreusHome_3496","","","","Ти помиляєшся.","","","",""
"Integrated","ZagreusHome_","3498","ZagreusHome_3498","","","","Вау.","","","",""
"Integrated","ZagreusHome_","3500","ZagreusHome_3500","","","","Впевнений, що ти зможеш наздогнати.","","","",""
"Integrated","ZagreusHome_","3501","ZagreusHome_3501","","","","Блискуче!","","","",""
"Integrated","ZagreusHome_","3502","ZagreusHome_3502","","","","Шістсот?","","","",""
"Integrated","ZagreusHome_","3505","ZagreusHome_3505","","","","Так...","","","",""
"Integrated","ZagreusHome_","3506","ZagreusHome_3506","","","","Сповна.","","","",""
"Integrated","ZagreusHome_","3508","ZagreusHome_3508","","","","Будь ласка...?","","","",""
"Integrated","ZagreusHome_","3512","ZagreusHome_3512","","","","Схоже на це.","","","",""
"Integrated","ZagreusHome_","3514","ZagreusHome_3514","","","","Краще б так.","","","",""
"Integrated","ZagreusHome_","3516","ZagreusHome_3516","","","","І я радий.","","","",""
"Integrated","ZagreusHome_","3518","ZagreusHome_3518","","","","Вдячний за відповідь!","","","",""
"Integrated","ZagreusHome_","3519","ZagreusHome_3519","","","","Батьку... навіть і не знаю, що сказати...","","","",""
"Integrated","ZagreusHome_","3521","ZagreusHome_3521","","","","Думаю, що настане.","","","",""
"Integrated","ZagreusHome_","3522","ZagreusHome_3522","","","","Ого, щось новеньке...","","","",""
"Integrated","ZagreusHome_","3523","ZagreusHome_3523","","","","Ого, Вудка для Риболовлі? Тут?","","","",""
"Integrated","ZagreusHome_","3524","ZagreusHome_3524","","","","Скелемей.","","","",""
"Integrated","ZagreusHome_","3525","ZagreusHome_3525","","","","Капітане.","","","",""
"Integrated","ZagreusHome_","3526","ZagreusHome_3526","","","","Скеллі.","","","",""
"Integrated","ZagreusHome_","3527","ZagreusHome_3527","","","","Як життя, Скеллі.","","","",""
"Integrated","ZagreusHome_","3528","ZagreusHome_3528","","","","Гей.","","","",""
"Integrated","ZagreusHome_","3529","ZagreusHome_3529","","","","Як воно.","","","",""
"Integrated","ZagreusHome_","3530","ZagreusHome_3530","","","","Здається, що у цієї Форелі все гаразд!","","","",""
"Integrated","ZagreusHome_","3531","ZagreusHome_3531","","","","Погляньте-но на цього Окуня, котрий шугає туди-сюди.","","","",""
"Integrated","ZagreusHome_","3532","ZagreusHome_3532","","","","Цей Осетер знайшов собі пристойну домівку.","","","",""
"Integrated","ZagreusHome_","3533","ZagreusHome_3533","","","","Мінливе пекло Тартару... тобі мене не стримати, хіба досі не зрозуміло?","","","",""
"Integrated","ZagreusHome_","3534","ZagreusHome_3534","","","","Це не будиночок Матері, але теж непогано.","","","",""
"Integrated","ZagreusHome_","3535","ZagreusHome_3535","","","","Чим більше мені відомо про Дари які мені пропонують, тим краще.","","","",""
"Integrated","ZagreusHome_","3536","ZagreusHome_3536","","","","Якщо мій батько може бути ще більш набридливим, я хотів би це побачити.","","","",""
"Integrated","ZagreusHome_","3537","ZagreusHome_3537","","","","Це дозволить мені грабувати зі стилем.","","","",""
"Integrated","ZagreusHome_","3538","ZagreusHome_3538","","","","Цей похмурий образ, здається, мені пасуватиме.","","","",""
"Integrated","ZagreusHome_","3539","ZagreusHome_3539","","","","Є щось новеньке.","","","",""
"Integrated","ZagreusHome_","3540","ZagreusHome_3540","","","","А це що робить?","","","",""
"Integrated","ZagreusHome_","3541","ZagreusHome_3541","","","","Нові сувеніри.","","","",""
"Integrated","ZagreusHome_","3542","ZagreusHome_3542","","","","Подивимось, що це робить.","","","",""
"Integrated","ZagreusHome_","3543","ZagreusHome_3543","","","","Чи треба мені щось змінити?","","","",""
"Integrated","ZagreusHome_","3544","ZagreusHome_3544","","","","Можливо, мені варто щось змінити.","","","",""
"Integrated","ZagreusHome_","3545","ZagreusHome_3545","","","","Можливо, варто спробувати інший...","","","",""
"Integrated","ZagreusHome_","3546","ZagreusHome_3546","","","","Можу спробувати щось інше...","","","",""
"Integrated","ZagreusHome_","3555","ZagreusHome_3555","","","","Маю визнати, цей стиль дійсно мені пасує, еге ж?","","","",""
"Integrated","ZagreusHome_","3556","ZagreusHome_3556","","","","Мені більше подобається цей стиль, тож зробімо його офіційним.","","","",""
"Integrated","ZagreusHome_","3557","ZagreusHome_3557","","","","Цей стиль нагадує мені поверхню. Гарний мотивувальний фактор!","","","",""
